Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,SalaryIncrease,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HighPerformance
38,No,Travel_Rarely,Research & Development,47,3,4,Male,3,Manufacturing Director,4,Married,6261,3,Y,No,18,1,1,9,3,1,7,7,1,7,0
27,No,Travel_Rarely,Sales,3,2,1,Female,4,Sales Executive,3,Single,6500,0,Y,No,14,2,0,9,5,2,8,7,0,7,0
28,Yes,Travel_Frequently,Sales,2,3,1,Male,3,Sales Representative,3,Married,2909,3,Y,No,15,4,1,5,3,4,3,2,1,2,0
31,No,Travel_Rarely,Research & Development,13,5,1,Female,3,Research Director,2,Single,16422,3,Y,No,11,3,0,9,3,4,3,2,1,0,0
21,No,Travel_Rarely,Sales,8,1,3,Male,3,Sales Representative,1,Single,2380,1,Y,Yes,11,4,0,2,6,3,2,2,1,2,0
25,Yes,Travel_Frequently,Sales,39,1,3,Male,1,Sales Representative,4,Single,1118,1,Y,Yes,14,4,0,1,4,3,1,0,1,0,0
44,No,Travel_Frequently,Sales,2,5,1,Female,3,Sales Executive,3,Married,4768,7,Y,No,12,3,1,11,4,2,1,0,0,0,0
34,No,Travel_Rarely,Sales,5,3,4,Male,1,Sales Executive,1,Single,4759,3,Y,No,18,4,0,15,2,3,13,9,3,12,0
29,No,Travel_Rarely,Human Resources,10,1,4,Male,2,Human Resources,2,Married,2804,1,Y,No,11,4,0,1,3,3,1,0,0,0,0
24,No,Travel_Rarely,Research & Development,34,2,3,Male,2,Laboratory Technician,1,Divorced,2296,0,Y,No,14,2,3,2,3,3,1,1,0,0,0
51,No,Travel_Rarely,Research & Development,18,2,4,Female,2,Manufacturing Director,2,Single,13142,3,Y,No,16,2,0,29,1,2,5,2,0,3,0
38,No,Travel_Frequently,Research & Development,3,2,3,Female,2,Laboratory Technician,2,Married,2468,4,Y,No,14,2,1,9,4,2,6,1,0,5,0
41,No,Travel_Rarely,Research & Development,31,2,3,Male,3,Research Scientist,1,Divorced,3072,2,Y,No,16,1,2,17,2,2,1,0,0,0,0
42,No,Travel_Rarely,Research & Development,47,3,2,Male,3,Manufacturing Director,2,Married,4434,1,Y,No,13,4,1,10,3,2,9,8,7,8,0
44,No,Travel_Rarely,Research & Development,13,4,1,Male,4,Laboratory Technician,4,Married,2818,2,Y,Yes,24,3,1,10,2,2,3,2,0,2,1
33,No,Travel_Frequently,Sales,2,3,3,Female,4,Sales Executive,1,Married,5376,2,Y,No,19,1,2,10,3,3,5,3,1,3,0
42,No,Travel_Frequently,Research & Development,13,3,2,Male,3,Manager,4,Divorced,18430,1,Y,No,13,2,1,24,4,2,24,7,14,9,0
47,No,Travel_Rarely,Research & Development,3,2,3,Female,3,Manager,4,Married,16752,1,Y,Yes,11,3,1,26,3,2,26,14,3,0,0
48,Yes,Travel_Rarely,Research & Development,2,2,1,Male,2,Laboratory Technician,3,Single,5381,9,Y,Yes,13,4,0,23,2,3,1,0,0,0,0
25,No,Travel_Rarely,Human Resources,3,3,3,Female,3,Human Resources,2,Married,2187,4,Y,No,14,3,0,6,3,3,2,0,1,2,0
40,No,Non-Travel,Research & Development,13,1,4,Male,2,Research Director,2,Divorced,13757,2,Y,No,11,3,1,16,5,3,9,8,4,8,0
32,No,Travel_Rarely,Sales,6,2,3,Female,3,Sales Representative,2,Married,3931,2,Y,No,11,1,1,6,5,3,4,3,1,2,0
33,No,Non-Travel,Sales,3,3,4,Female,3,Sales Executive,2,Single,5147,8,Y,No,15,4,0,13,2,2,11,7,1,7,0
24,No,Non-Travel,Research & Development,14,3,3,Male,2,Laboratory Technician,2,Divorced,2694,1,Y,No,11,3,3,1,4,3,1,0,0,0,0
33,No,Travel_Rarely,Sales,2,3,1,Male,4,Sales Executive,1,Divorced,4037,1,Y,No,22,1,1,9,5,3,9,8,0,8,1
32,No,Travel_Rarely,Research & Development,14,4,1,Female,3,Research Scientist,4,Married,6322,1,Y,Yes,12,4,1,6,2,2,6,4,0,5,0
39,No,Travel_Rarely,Sales,6,4,4,Female,2,Sales Executive,3,Married,5902,4,Y,No,14,3,1,17,1,4,15,11,5,9,0
34,No,Non-Travel,Research & Development,5,4,3,Male,2,Research Scientist,4,Married,2979,3,Y,No,17,4,3,6,2,3,0,0,0,0,0
39,No,Non-Travel,Research & Development,14,3,4,Male,3,Manager,4,Single,19431,2,Y,No,13,3,0,21,3,2,6,0,1,3,0
22,No,Travel_Rarely,Research & Development,8,3,4,Male,4,Research Scientist,2,Divorced,2328,1,Y,Yes,16,1,1,4,2,2,4,2,2,2,0
36,No,Non-Travel,Sales,2,5,4,Female,3,Sales Executive,4,Single,6653,4,Y,No,15,2,0,7,6,3,1,0,0,0,0
47,No,Travel_Rarely,Research & Development,6,3,3,Female,2,Manufacturing Director,2,Divorced,10333,8,Y,Yes,12,3,1,28,4,3,22,11,14,10,0
45,No,Non-Travel,Research & Development,37,2,4,Male,3,Laboratory Technician,1,Married,3633,1,Y,Yes,15,3,1,9,2,3,9,8,0,8,0
31,No,Travel_Rarely,Sales,3,2,1,Male,3,Sales Representative,3,Married,3067,0,Y,No,19,3,1,3,1,3,2,2,1,2,0
28,No,Travel_Rarely,Sales,5,3,2,Female,3,Sales Representative,2,Married,2856,1,Y,No,19,4,1,1,3,3,1,0,0,0,0
26,No,Non-Travel,Research & Development,11,3,4,Male,3,Laboratory Technician,4,Single,2570,1,Y,No,20,3,0,7,5,3,7,7,5,7,1
34,No,Travel_Rarely,Human Resources,5,2,3,Male,3,Human Resources,4,Married,3737,0,Y,No,19,3,1,4,1,1,3,2,0,2,0
27,No,Travel_Rarely,Research & Development,2,2,3,Female,3,Manufacturing Director,1,Married,7412,1,Y,No,11,4,0,9,3,3,9,7,0,7,0
18,No,Non-Travel,Research & Development,23,3,2,Female,3,Research Scientist,3,Single,1514,1,Y,No,16,3,0,0,4,1,0,0,0,0,0
25,No,Travel_Rarely,Research & Development,2,3,1,Male,3,Laboratory Technician,4,Married,3229,4,Y,No,11,2,1,7,2,2,3,2,0,2,0
33,Yes,Travel_Frequently,Research & Development,47,4,1,Female,2,Research Scientist,3,Single,4508,1,Y,No,22,2,0,14,4,3,13,7,3,8,1
46,No,Travel_Rarely,Human Resources,8,2,2,Male,3,Human Resources,2,Divorced,5021,8,Y,Yes,22,4,1,16,2,1,4,2,0,2,1
27,No,Travel_Rarely,Research & Development,8,3,3,Female,3,Research Scientist,2,Single,2478,1,Y,Yes,12,2,0,4,2,2,4,3,1,2,0
39,No,Travel_Rarely,Research & Development,39,1,1,Male,3,Research Scientist,4,Single,4108,7,Y,No,13,1,0,18,2,3,7,7,1,7,0
45,No,Travel_Rarely,Research & Development,2,4,1,Male,3,Healthcare Representative,2,Divorced,7441,1,Y,No,12,1,3,10,4,3,10,8,7,7,0
27,No,Travel_Rarely,Sales,13,4,2,Female,3,Sales Executive,2,Married,6214,1,Y,No,18,1,1,8,3,3,8,7,0,7,0
45,No,Travel_Rarely,Research & Development,3,3,2,Female,2,Research Scientist,3,Single,2274,1,Y,No,14,4,0,1,3,3,1,0,0,0,0
54,No,Travel_Rarely,Research & Development,2,3,4,Female,3,Research Director,4,Single,17328,6,Y,No,19,4,0,29,3,2,20,7,12,7,0
26,Yes,Travel_Rarely,Research & Development,26,4,1,Male,3,Laboratory Technician,2,Divorced,2373,2,Y,Yes,13,4,1,5,2,3,3,2,0,2,0
40,No,Travel_Rarely,Research & Development,3,1,2,Female,4,Healthcare Representative,3,Divorced,6377,5,Y,No,20,2,3,15,0,3,12,11,11,8,1
21,Yes,Travel_Rarely,Sales,11,1,2,Male,3,Sales Representative,2,Single,2679,1,Y,No,13,2,0,1,3,3,1,0,1,0,0
39,No,Travel_Frequently,Research & Development,6,3,1,Female,3,Manufacturing Director,3,Single,5042,0,Y,No,13,4,0,10,2,1,9,2,3,8,0
31,Yes,Travel_Frequently,Research & Development,3,3,2,Male,3,Laboratory Technician,4,Married,3722,6,Y,Yes,13,3,1,7,2,1,2,2,2,2,0
54,No,Travel_Rarely,Research & Development,35,5,2,Female,3,Manager,3,Married,17426,3,Y,No,25,3,1,36,6,3,10,8,4,7,1
42,No,Travel_Rarely,Research & Development,3,3,3,Male,2,Laboratory Technician,2,Married,4841,4,Y,No,14,2,1,4,3,3,1,0,0,0,0
39,No,Travel_Rarely,Human Resources,3,3,4,Female,2,Human Resources,4,Married,5204,8,Y,No,11,3,2,13,2,3,5,4,0,4,0
31,No,Travel_Rarely,Research & Development,32,3,2,Male,3,Laboratory Technician,3,Divorced,4197,1,Y,No,11,1,1,10,2,3,10,8,0,2,0
50,Yes,Travel_Frequently,Sales,2,4,4,Male,3,Sales Executive,3,Single,4728,3,Y,Yes,14,4,0,5,4,3,0,0,0,0,0
34,No,Travel_Rarely,Research & Development,2,2,1,Male,3,Manufacturing Director,2,Married,4325,1,Y,No,15,3,0,5,2,3,5,2,1,3,0
39,No,Travel_Rarely,Research & Development,14,2,1,Male,3,Manufacturing Director,1,Married,5151,1,Y,No,25,4,1,10,3,3,10,0,7,9,1
38,No,Travel_Frequently,Research & Development,3,2,4,Male,3,Laboratory Technician,4,Married,1702,1,Y,Yes,23,3,1,1,3,3,1,0,0,0,1
26,No,Travel_Rarely,Research & Development,5,3,1,Female,3,Research Scientist,4,Married,2061,1,Y,No,21,1,0,1,5,3,1,0,0,0,1
29,No,Travel_Rarely,Research & Development,2,3,1,Female,3,Research Scientist,4,Divorced,3760,1,Y,No,15,1,3,3,5,3,3,2,1,2,0
34,No,Travel_Frequently,Research & Development,16,4,4,Male,2,Healthcare Representative,3,Married,5063,1,Y,No,14,2,1,8,3,2,8,2,7,7,0
30,No,Travel_Frequently,Research & Development,2,2,3,Female,3,Laboratory Technician,4,Single,4011,1,Y,No,23,4,0,12,2,3,12,8,3,7,1
48,No,Travel_Rarely,Sales,11,3,3,Male,3,Sales Executive,1,Divorced,5486,4,Y,No,11,1,3,15,3,3,2,2,2,2,0
33,No,Travel_Frequently,Research & Development,8,4,4,Female,3,Manager,2,Married,11878,6,Y,No,11,2,2,12,2,3,10,6,8,8,0
44,No,Travel_Rarely,Research & Development,5,4,4,Male,3,Manager,4,Married,19513,4,Y,Yes,12,1,1,26,2,4,2,2,0,1,0
43,Yes,Travel_Frequently,Research & Development,27,3,3,Male,2,Research Scientist,3,Married,2437,9,Y,Yes,16,4,1,6,4,3,1,0,0,0,0
51,No,Travel_Rarely,Human Resources,8,3,3,Male,3,Manager,2,Divorced,14026,1,Y,Yes,11,2,1,33,2,3,33,9,0,10,0
47,No,Travel_Rarely,Sales,23,4,4,Male,3,Sales Executive,1,Single,4960,2,Y,No,12,4,0,20,2,3,7,7,1,7,0
40,No,Travel_Rarely,Research & Development,2,4,2,Male,3,Laboratory Technician,2,Married,2387,3,Y,No,22,3,1,7,3,3,4,2,0,3,1
33,Yes,Travel_Rarely,Sales,14,4,1,Female,3,Sales Executive,1,Single,8224,0,Y,Yes,17,1,0,6,3,3,5,2,0,3,0
41,No,Travel_Rarely,Research & Development,11,2,2,Female,4,Research Scientist,3,Married,3376,1,Y,No,13,3,0,10,3,3,10,6,0,8,0
52,Yes,Travel_Rarely,Sales,3,1,1,Female,1,Manager,4,Married,19845,1,Y,No,15,4,1,33,3,3,32,14,6,9,0
37,No,Travel_Rarely,Sales,3,3,4,Male,3,Sales Executive,3,Married,9602,4,Y,Yes,11,3,1,17,3,2,3,0,1,0,0
35,No,Travel_Rarely,Research & Development,45,3,2,Male,4,Laboratory Technician,3,Married,3407,1,Y,No,17,4,2,10,3,2,10,9,6,8,0
52,Yes,Travel_Rarely,Research & Development,13,4,3,Male,2,Research Scientist,2,Married,4941,2,Y,No,15,1,0,11,3,2,8,2,7,7,0
26,No,Travel_Frequently,Research & Development,2,3,3,Female,3,Manufacturing Director,2,Divorced,6397,1,Y,No,20,1,1,6,6,1,6,5,1,4,1
32,Yes,Travel_Rarely,Sales,2,2,1,Male,1,Sales Executive,2,Single,6735,6,Y,No,15,2,0,10,2,3,0,0,0,0,0
37,No,Travel_Rarely,Research & Development,2,4,1,Male,2,Manufacturing Director,3,Divorced,5993,1,Y,No,18,3,1,7,2,4,7,5,0,7,0
56,No,Travel_Frequently,Research & Development,14,3,1,Female,3,Research Scientist,3,Married,2942,2,Y,No,19,2,1,18,4,3,5,4,0,3,0
23,Yes,Travel_Rarely,Research & Development,10,3,3,Male,4,Laboratory Technician,1,Married,1601,1,Y,Yes,21,3,2,1,2,3,0,0,0,0,1
34,No,Travel_Rarely,Research & Development,3,4,4,Male,2,Research Scientist,3,Divorced,2768,3,Y,No,12,3,1,14,3,3,7,3,5,7,0
34,No,Travel_Frequently,Research & Development,16,4,3,Male,4,Manufacturing Director,4,Divorced,4724,1,Y,No,13,1,1,9,3,3,9,7,7,2,0
